"Data Source","World Development Indicators",

"Last Updated Date","2024-11-13",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Turkmenistan","TKM","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","5.35","","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Timor-Leste","TLS","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","","","","2.52","2.52","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tonga","TON","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.01","11.09","11.01","11.24","11.08","","11.25","11.09","10.89","","","9.73","9.53","","",
"South Asia (IDA & IBRD)","TSA","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.73","19.21","","","","12.07","","","19.88","","9.95","9.74","9.78","10.54","10.46","9.98","8.81","8.76","","11.94","11.94","11.47","11.43","","","","","","","","10.42","","",
"Tunisia","TUN","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.07","","28.46","","","29.67","","","29.71","","28.22","","29.93","25.53","25.92","13.28","22.99","","21.79","21.6","18.13","16.25","15.57","6.69","","6.49","10.21","","","","","","","",
"Turkiye","TUR","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.35","","8.68","4.54","6.74","4.35","7.18","3.54","3.01","2.88","2.61","3.22","2.42","2.3","2.49","2.49","2.36","2.49","2.42","","2.4","","2.7","2.45","2.74","2.64","3.67","3.61","4.44","","",
"Tuvalu","TUV","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.5","","","","","","","8.85","","","","","","",
"Tanzania","TZA","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.54","","","","22.31","21.31","","17.86","","","15.23","","12.9","12.53","12.53","13.11","12.98","13.07","12.81","13.22","13.2","13.14","11.92","12.17","","12.26","12.15","12.23","12.03","","",
"Uganda","UGA","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.61","","","","","","8.28","8.1","7.86","7.51","7.14","12.43","12.13","12.1","12.21","12.39","12.44","12.04","12.23","12.02","12.16","11.68","11.71","","12.15","12.41","13.24","14.66","","",
"Ukraine","UKR","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.48","","8.37","","","","","7.7","","","","4.89","5.46","5","4.07","4.5","4.11","4.16","4.71","4.28","4.08","4.48","2.59","2.3","4.31","2.16","2.16","","",
"Upper middle income","UMC","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.32","41.88","19.8","19.81","25.91","19.14","17.19","14.79","14.45","13.46","13.56","14.86","14.11","11.99","11.61","11.46","10.28","9.73","8.47","8.8","8.65","8.18","8.01","8.09","7.76","7.7","6.49","7.02","6.97","6.19","","","","","","",
"Uruguay","URY","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.95","","","12.65","13.01","13.2","15.39","15.48","13.27","13.13","14.65","","11.51","9.87","9.64","9.52","9.6","9.57","9.63","9.8","9.76","9.84","9.81","9.81","9.94","10.02","9.97","9.94","9.93","9.88","","",
"United States","USA","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.28","5.2","5.31","5.25","5.12","","4.59","4.44","4.34","4.49","3.88","3.87","3.82","3.98","3.53","3.31","3.23","3.14","3.01","3.1","3","2.96","3.03","2.99","2.87","2.93","2.8","2.76","3.36","3.25","8.7","2.87","2.79","","",
"Uzbekistan","UZB","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.67","","","","","11.99","12.22","12.77","12.02","","","12.25","","12.34","13.66","","","","","6.21","6.66","","",
"St. Vincent and the Grenadines","VCT","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.29","","","18.1","18.38","13.36","13.37","13.26","","","3.83","11.11","","","13.03","12.96","10.71","10.71","","10.19","9.8","9.38","9.17","8.98","9.23","9.78","","",
"Venezuela, RB","VEN","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.13","","","12.8","","12.82","13","13.3","13.24","13.38","13.62","13.34","12.5","12.66","12.32","11.83","12.24","12.22","13.07","11.83","11.84","11.65","11.03","11.82","11.2","11.88","10.94","11.9","14.44","13.05","","",
"British Virgin Islands","VGB","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.14","","","","","12.33","","13.81","13.43","12.74","12.54","11.78","11.9","12.14","8.01","7.97","7.29","","7.12","6.7","6.63","6.18","6.4","6.51","6.65","5.68","5.56","4.22","","",
"Vanuatu","VUT","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.38","17.79","17.81","17.8","17.97","18.51","18.62","18.59","","","12.03","","","9.05","8.91","10.14","","","11.84","10.84","","",
"World","WLD","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.88","13.76","15.02","13.07","14.11","13.36","15.58","12.24","10.13","10.31","10.18","10.77","10.76","10.05","9.77","9.06","8.46","8.09","7.85","7.49","7.54","7.28","7.48","7.31","6.89","6.78","6.15","6.17","6.38","5.17","","","","","","",
"Samoa","WSM","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.71","11.86","11.79","12.8","13.06","12.2","12.22","12.93","","11.92","","","",
"Kosovo","XKX","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.12","","","","","","6.79","","","5.48","","5.29","5.24","5.24","","5.52","5.47","5.76","","","","","","",
"South Africa","ZAF","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.52","","11.63","11.33","","16.41","","","14.8","10.72","","9.74","9.45","9.65","8.3","8.47","9.3","8.85","8.46","8.06","7.62","7.53","7.31","7.11","7.12","6.4","6.31","6.35","6.48","6.67","6.76","8.37","7.11","7.16","","",
"Zambia","ZMB","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.34","","","","15.39","","","","17.64","14.89","14.51","18.13","14.52","17.28","16.07","11.58","11.03","11.19","10.46","11.12","10.3","","10.64","14.72","","10.8","","11.65","11.66","","",
"Zimbabwe","ZWE","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.61","25.02","20.95","26.33","22.15","19.22","18.17","16.66","","","","18.68","","","16.97","11.92","17.47","","","13.29","9.56","","","","","18.44","","",
